Average
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
-8.290185305130768e-05
-8.290185305130768e-05
-0.00033890594911684466
-0.0003867771604003548
-0.00027200435206963306
-0.00024000384006144098
-0.0004320069121105938
-0.0006880110081761308
-0.001008016128258052
-0.0006240099841597464
-0.0008640138242211875
-0.0005760092161474583
0.0002080033280532487
0.0003520056320901134
0.0007680122881966112
0.0006880110081761308
0.00020800332805324885
0.00048000768012288186
0.00011200179202867252
0.000256004096065537
0.0004480071681146898
0.00020800332805324885
0.0
-0.0010720171522744365
-0.0010240163842621481
-0.00041600665610649765
0.0005120081921310741
0.0008800140802252837
0.0005120081921310742
0.00028800460807372913
8.000128002048032e-05
-0.00020800332805324883
-0.0005760092161474585
-0.0008160130562088993
