Mean_Entropy
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0015035260470996933
0.003608462513039264
0.02817442275244779
0.05668529746088883
0.07427586582604144
0.11138488009572807
0.12358421069030974
0.13949718458306828
0.12971708782333005
0.12724287878028637
0.16645448285051814
0.17287683542741952
0.20958040901018088
0.28618824721506436
0.36757796818167937
0.465446342285136
0.49076942889572867
0.5041926783151783
0.4759879868014743
0.455021977281861
0.45509168212902423
0.4643208738810609
0.4538547244969868
0.4360263948170218
0.4176272591356491
0.41392554482075933
0.4369362808815127
0.45992756996006473
0.4562721628099378
0.42959232494278343
0.4617343250043202
0.44719723347688217
0.4931717644819215
0.4500916642654901
0.433599460862343
0.394399259000673
0.3837973417500265
